9.001     0.00149375    0.000817879
9.003     0.00149318    0.000817747
9.005      0.0014926    0.000817615
9.007     0.00149203    0.000817483
9.009     0.00149145    0.000817351
9.011     0.00149088    0.000817219
9.013      0.0014903    0.000817088
9.015     0.00148973    0.000816956
9.017     0.00148915    0.000816825
9.019     0.00148858    0.000816694
9.021     0.00148801    0.000816562
9.023     0.00148743    0.000816431
9.025     0.00148686      0.0008163
9.027     0.00148629     0.00081617
9.029     0.00148571    0.000816039
9.031     0.00148514    0.000815908
9.033     0.00148457    0.000815778
9.035       0.001484    0.000815648
9.037     0.00148342    0.000815517
9.039     0.00148285    0.000815387
9.041     0.00148228    0.000815257
9.043     0.00148171    0.000815127
9.045     0.00148114    0.000814998
9.047     0.00148057    0.000814868
9.049        0.00148    0.000814738
9.051     0.00147943    0.000814609
9.053     0.00147886     0.00081448
9.055     0.00147829    0.000814351
9.057     0.00147772    0.000814221
9.059     0.00147715    0.000814093
9.061     0.00147658    0.000813964
9.063     0.00147601    0.000813835
9.065     0.00147545    0.000813706
9.067     0.00147488    0.000813578
9.069     0.00147431     0.00081345
9.071     0.00147374    0.000813321
9.073     0.00147318    0.000813193
9.075     0.00147261    0.000813065
9.077     0.00147204    0.000812937
9.079     0.00147148    0.000812809
9.081     0.00147091    0.000812682
9.083     0.00147034    0.000812554
9.085     0.00146978    0.000812427
9.087     0.00146921    0.000812299
9.089     0.00146865    0.000812172
9.091     0.00146808    0.000812045
9.093     0.00146752    0.000811918
9.095     0.00146695    0.000811791
9.097     0.00146639    0.000811664
9.099     0.00146582    0.000811538
9.101     0.00146526    0.000811411
9.103      0.0014647    0.000811285
9.105     0.00146413    0.000811158
9.107     0.00146357    0.000811032
9.109     0.00146301    0.000810906
9.111     0.00146244     0.00081078
9.113     0.00146188    0.000810654
9.115     0.00146132    0.000810529
9.117     0.00146076    0.000810403
9.119     0.00146019    0.000810278
9.121     0.00145963    0.000810152
9.123     0.00145907    0.000810027
9.125     0.00145851    0.000809902
9.127     0.00145795    0.000809777
9.129     0.00145739    0.000809652
9.131     0.00145683    0.000809527
9.133     0.00145627    0.000809402
9.135     0.00145571    0.000809278
9.137     0.00145515    0.000809153
9.139     0.00145459    0.000809029
9.141     0.00145403    0.000808904
9.143     0.00145347     0.00080878
9.145     0.00145291    0.000808656
9.147     0.00145235    0.000808532
9.149     0.00145179    0.000808409
9.151     0.00145124    0.000808285
9.153     0.00145068    0.000808161
9.155     0.00145012    0.000808038
9.157     0.00144956    0.000807914
9.159     0.00144901    0.000807791
9.161     0.00144845    0.000807668
9.163     0.00144789    0.000807545
9.165     0.00144734    0.000807422
9.167     0.00144678    0.000807299
9.169     0.00144622    0.000807177
9.171     0.00144567    0.000807054
9.173     0.00144511    0.000806931
9.175     0.00144456    0.000806809
9.177       0.001444    0.000806687
9.179     0.00144345    0.000806565
9.181     0.00144289    0.000806443
9.183     0.00144234    0.000806321
9.185     0.00144178    0.000806199
9.187     0.00144123    0.000806077
9.189     0.00144067    0.000805956
9.191     0.00144012    0.000805834
9.193     0.00143957    0.000805713
9.195     0.00143901    0.000805592
9.197     0.00143846    0.000805471
9.199     0.00143791     0.00080535
9.201     0.00143735    0.000805229
9.203      0.0014368    0.000805108
9.205     0.00143625    0.000804987
9.207      0.0014357    0.000804867
9.209     0.00143514    0.000804746
9.211     0.00143459    0.000804626
9.213     0.00143404    0.000804505
9.215     0.00143349    0.000804385
9.217     0.00143294    0.000804265
9.219     0.00143239    0.000804145
9.221     0.00143184    0.000804026
9.223     0.00143129    0.000803906
9.225     0.00143074    0.000803786
9.227     0.00143019    0.000803667
9.229     0.00142964    0.000803547
9.231     0.00142909    0.000803428
9.233     0.00142854    0.000803309
9.235     0.00142799     0.00080319
9.237     0.00142744    0.000803071
9.239     0.00142689    0.000802952
9.241     0.00142634    0.000802833
9.243     0.00142579    0.000802715
9.245     0.00142524    0.000802596
9.247      0.0014247    0.000802478
9.249     0.00142415     0.00080236
9.251      0.0014236    0.000802242
9.253     0.00142305    0.000802123
9.255     0.00142251    0.000802006
9.257     0.00142196    0.000801888
9.259     0.00142141     0.00080177
9.261     0.00142087    0.000801652
9.263     0.00142032    0.000801535
9.265     0.00141977    0.000801417
9.267     0.00141923      0.0008013
9.269     0.00141868    0.000801183
9.271     0.00141814    0.000801066
9.273     0.00141759    0.000800949
9.275     0.00141705    0.000800832
9.277      0.0014165    0.000800715
9.279     0.00141596    0.000800599
9.281     0.00141541    0.000800482
9.283     0.00141487    0.000800366
9.285     0.00141432    0.000800249
9.287     0.00141378    0.000800133
9.289     0.00141323    0.000800017
9.291     0.00141269    0.000799901
9.293     0.00141215    0.000799785
9.295      0.0014116    0.000799669
9.297     0.00141106    0.000799554
9.299     0.00141052    0.000799438
9.301     0.00140997    0.000799322
9.303     0.00140943    0.000799207
9.305     0.00140889    0.000799092
9.307     0.00140835    0.000798977
9.309      0.0014078    0.000798862
9.311     0.00140726    0.000798747
9.313     0.00140672    0.000798632
9.315     0.00140618    0.000798517
9.317     0.00140564    0.000798403
9.319      0.0014051    0.000798288
9.321     0.00140455    0.000798174
9.323     0.00140401    0.000798059
9.325     0.00140347    0.000797945
9.327     0.00140293    0.000797831
9.329     0.00140239    0.000797717
9.331     0.00140185    0.000797603
9.333     0.00140131    0.000797489
9.335     0.00140077    0.000797376
9.337     0.00140023    0.000797262
9.339     0.00139969    0.000797149
9.341     0.00139915    0.000797035
9.343     0.00139861    0.000796922
9.345     0.00139808    0.000796809
9.347     0.00139754    0.000796696
9.349       0.001397    0.000796583
9.351     0.00139646     0.00079647
9.353     0.00139592    0.000796358
9.355     0.00139538    0.000796245
9.357     0.00139485    0.000796132
9.359     0.00139431     0.00079602
9.361     0.00139377    0.000795908
9.363     0.00139323    0.000795796
9.365      0.0013927    0.000795683
9.367     0.00139216    0.000795572
9.369     0.00139162     0.00079546
9.371     0.00139109    0.000795348
9.373     0.00139055    0.000795236
9.375     0.00139001    0.000795125
9.377     0.00138948    0.000795013
9.379     0.00138894    0.000794902
9.381      0.0013884    0.000794791
9.383     0.00138787    0.000794679
9.385     0.00138733    0.000794568
9.387      0.0013868    0.000794457
9.389     0.00138626    0.000794347
9.391     0.00138573    0.000794236
9.393     0.00138519    0.000794125
9.395     0.00138466    0.000794015
9.397     0.00138412    0.000793904
9.399     0.00138359    0.000793794
9.401     0.00138305    0.000793684
9.403     0.00138252    0.000793574
9.405     0.00138199    0.000793464
9.407     0.00138145    0.000793354
9.409     0.00138092    0.000793244
9.411     0.00138038    0.000793134
9.413     0.00137985    0.000793025
9.415     0.00137932    0.000792915
9.417     0.00137878    0.000792806
9.419     0.00137825    0.000792697
9.421     0.00137772    0.000792588
9.423     0.00137719    0.000792478
9.425     0.00137665    0.000792369
9.427     0.00137612    0.000792261
9.429     0.00137559    0.000792152
9.431     0.00137506    0.000792043
9.433     0.00137452    0.000791935
9.435     0.00137399    0.000791826
