time,hps_collimator
1430361074.378,5.038000106812
1430361176.496,5.050000190735
1430361345.315,5.061999797821
1430361475.517,5.073999881744
1430361655.952,5.030000209808
1430361844.754,5.018000125885
1430362037.923,5.006
1430362112.607,4.993999958038
1430362213.825,4.981999874115
1430362399.878,4.969999790192
1430362541.88,5.026
1430363130.173,5.071000099182
1430364999.362,4.973000049591
1430366846.748,5.021999835968
