2015    5    9   23   22   48        29.8813   0.0723771     66.6231     76768.5     43.3755   0.0579174     70.9857       95041       78.76   0.0559607     67.5914     92455.6      0.0847644      0.0375217        35.4834
2015    5    9   22   24   42        29.9659    0.394188      418.25     21821.3     43.4354    0.204707     531.796     40092.1     78.8296    0.268258     583.667     28092.9       0.427994       0.118786        23.9201
2015    5    9   21   55   27        29.9262    0.383892     450.852       16409     43.4719    0.199695     572.406     32106.8     78.7882    0.272109     391.518     23568.4       0.414345       0.124777        23.2413
2015    5    6    4   54    6        29.9776    0.379186     34.2917     13012.2     43.4484   0.0456373     55.7392      106464     78.8423    0.279232     48.3746       16868       0.389224            nan        12.8006
2015    5    5   18   34   55        29.9992    0.426687     48.1954       14059       43.47   0.0498905     63.3366      150657     78.7707    0.319522     58.0815     18667.7       0.437121            nan        12.3319
2015    5    5    5    1    9        29.9376    0.330896     59.2813     20532.4     43.4954   0.0332982       82.26      221007     78.8258    0.254119     69.1231     26502.7       0.337899            nan        11.5041
2015    5    4   19   51   28        29.9811    0.341628     58.8292     16797.9      43.492   0.0270586     87.3243      185664     78.8658    0.247206     73.3221     20949.9       0.350981            nan        12.9531
2015    5    4    0   27   38        30.0574     0.45546      39.611       16523     43.4469   0.0546145     66.8395      123097     78.8344    0.327844      59.445     19859.4        0.46869            nan        13.3625
2015    5    4    0   23   32        26.8107    0.687718 5.00726e-10     24550.5     43.4534   0.0594588      75.375      128848     78.7781    0.372496     60.9246       15792       0.726218            nan        17.8671
2015    5    3   20    4   20        29.9409    0.355503     52.3052     22568.3     43.4298   0.0371232     79.1083      239574     78.8474    0.266185     68.2476       29206       0.364079            nan        12.2383
