22356386        29.9558    0.122795     67.9498      305606     43.4393   0.0384256     97.6368      833764     78.8314   0.0905719     85.5234      356443       0.127508      0.0172283        15.7752
22163790        29.9484    0.134141     135.039     94541.2     43.4025    0.052372     141.709      261725     78.7693    0.102284     128.652      118081       0.139867      0.0342604        16.9841
22136590        29.9571    0.129617     64.7023     47476.7     43.4497     0.04088     73.8485      157129     78.8254    0.097955     66.6707     55504.4       0.134188      0.0215708        15.2003
22101062        29.9353    0.119921     133.254     97253.9     43.4359   0.0511324     144.167      221159     78.7997    0.108675     131.573      112408       0.122176      0.0454814        11.8913
22100456        29.9713    0.123748     73.3083     55957.6     43.4662   0.0482833     93.4306      155708      78.829   0.0876031     87.3963     75677.8       0.130411      0.0252548        18.7623
22099839        29.9547     0.12288     64.2681       40502     43.4657   0.0534638     65.7309      108983     78.8039    0.100579       61.78     54507.7       0.127466      0.0413549        16.3218
22099605        29.9136    0.124267     54.2735     45217.9      43.398   0.0474512     63.2086     97248.9     78.8235   0.0970503     60.7469     51754.2       0.128968      0.0325762         16.051
22098598        29.9359   0.0287182     68.5114      180336      43.459   0.0483606      66.278      107780     78.8309   0.0358941     67.8857      116784      0.0527897      0.0194095        64.4593
22096781        29.9333     0.12408     94.9856     62049.7     43.4571    0.109383     101.454     61028.9     78.8695   0.0818377     105.689     76349.6       0.155414      0.0566325         40.286
22096564        29.7344   0.0270818     2.05041     26919.2     43.4967    0.115899     96.1442     52879.2     78.7619   0.0840212     97.7681     76115.3      -0.707107      -0.707107        165.384
22036335        29.9144   0.0970397     166.128      112148     43.4184   0.0585307     171.507      206500     78.8009   0.0662239     165.958      197522       0.107718       0.035204        27.3432
22006184        30.0174    0.131261     154.208       97739     43.3817   0.0597487     175.841      192199     78.8214   0.0734642     166.407      181868       0.143851      0.0103091        24.2159
22005211        29.8949     0.12809     63.2505     38540.5     43.4929   0.0570998     74.7731     83929.5     78.8148   0.0705125      74.206     70366.9        0.14033            nan        24.0919
22004551        30.0188    0.072985     59.0345     60497.4     43.4165   0.0406519     64.8779     84554.6     78.8344   0.0383919     61.7622      116211      0.0824569      0.0134253        28.1408
22003838        30.0435    0.126956     55.5116     37298.1     43.3747   0.0811362     60.3524     66115.3     78.7998    0.103187     59.1813     48883.5       0.137967      0.0605484        25.8273
22003611        29.8306   0.0833828     14.6477     34097.2     43.4099   0.0638111     73.3708     71087.9     78.7765    0.107186     64.8803     49206.8      0.0834942      0.0636653       -4.57864
21920933         29.923    0.124698     62.9544     47514.3     43.3987   0.0451081     70.5827      135412     78.7446   0.0900055     66.8255     55006.8       0.130565      0.0231754        17.5286
21920694        29.7375   0.0353145     7.64065     14789.6     43.4036   0.0461318      73.017     95457.5     78.7349   0.0919002     66.8842     56934.7      -0.707107      -0.707107        220.071
21860504        29.9483    0.113236     70.3225     53380.3     43.4346   0.0634074     72.5624      103928     78.7182   0.0771234     67.2688     75280.6       0.124195      0.0376614        25.5327
21860298        29.9872   0.0482696     22.6636     12405.9     43.3146   0.0612921      68.574      103037      78.661   0.0770722      64.098     68245.7      0.0613228      0.0482307        87.0676
21859828        29.5666   0.0710935     71.8287     93007.7     43.2759   0.0403811     75.2442      129985     78.6999    0.050078     73.4715      105173      0.0777361      0.0253379        25.3306
21859193        29.9145   0.0320668     79.4333      182100     43.4297   0.0418163     81.9088      130306     78.7631   0.0271595     81.8705      201858      0.0496972      0.0175236        54.7274
21858709        29.8876   0.0312475     79.4977      189428     43.3857   0.0406691     82.3856      141587     78.7229   0.0251934     81.0332      220908      0.0486721      0.0161682        54.3766
21857702        29.8636    0.140931     62.5297     40364.3     43.3554   0.0779551     68.4714     91564.3     78.7622   0.0989992     66.8692       53866       0.153562      0.0485537        24.7483
21842083        29.9038    0.169436     22386.3     47314.2     43.3637   0.0638733     22905.2      119109     78.7493    0.115417     23419.8     61406.5       0.179139      0.0264099        19.1619
21840669        29.8938    0.152448     73.6465     43403.3     43.3652    0.065571     81.4126      104018     78.7001      0.0993      6.8067     60260.6       0.163478      0.0285493        21.5136
21840123        29.9126    0.147133     57.8595     32965.7     43.3725   0.0371326     58.2307      154003     78.6764    0.109971     55.0463     42786.1       0.151752            nan        14.1713
21839633        29.8639    0.156482     50.5819     30910.1     43.2736   0.0702121     53.3768     58896.4     78.6552    0.106467     52.3246     40598.5       0.167408      0.0372945        21.3774
21839284        29.9109     0.15872      56.462     36330.9     43.2561   0.0820645     64.0041     78617.9      78.622   0.0912756     1.57126     48690.9       0.175903      0.0313818        25.9829
21838886        29.9372    0.152989     62.2862     39498.7     43.2851   0.0701662     73.5714     79454.5     78.6344    0.110191     65.9185       51239        0.16263      0.0433619        20.6059
21685971        30.1215    0.161227     59.3411     30171.4     43.4244   0.0661932     62.8974     67966.7     78.7347     0.10686     56.0523     39364.3       0.171935      0.0285265        20.6272
21685523        29.8918    0.270053       75.48     19599.9     43.4257    0.106009     89.2119     50943.1     78.7545    0.179202     84.7235     30671.9       0.287127      0.0415295        20.0784
21684168        29.8813   0.0723771     66.6231     76768.5     43.3755   0.0579174     70.9857       95041       78.76   0.0559607     67.5914     92455.6      0.0847644      0.0375217        35.4834
21680682        29.9659    0.394188      418.25     21821.3     43.4354    0.204707     531.796     40092.1     78.8296    0.268258     583.667     28092.9       0.427994       0.118786        23.9201
21678927        29.9262    0.383892     450.852       16409     43.4719    0.199695     572.406     32106.8     78.7882    0.272109     391.518     23568.4       0.414345       0.124777        23.2413
21358446        29.9776    0.379186     34.2917     13012.2     43.4484   0.0456373     55.7392      106464     78.8423    0.279232     48.3746       16868       0.389224            nan        12.8006
21321295        29.9992    0.426687     48.1954       14059       43.47   0.0498905     63.3366      150657     78.7707    0.319522     58.0815     18667.7       0.437121            nan        12.3319
21272469        29.9376    0.330896     59.2813     20532.4     43.4954   0.0332982       82.26      221007     78.8258    0.254119     69.1231     26502.7       0.337899            nan        11.5041
21239488        29.9811    0.341628     58.8292     16797.9      43.492   0.0270586     87.3243      185664     78.8658    0.247206     73.3221     20949.9       0.350981            nan        12.9531
21169658        30.0574     0.45546      39.611       16523     43.4469   0.0546145     66.8395      123097     78.8344    0.327844      59.445     19859.4        0.46869            nan        13.3625
21169412        26.8107    0.687718 5.00726e-10     24550.5     43.4534   0.0594588      75.375      128848     78.7781    0.372496     60.9246       15792       0.726218            nan        17.8671
21153860        29.9409    0.355503     52.3052     22568.3     43.4298   0.0371232     79.1083      239574     78.8474    0.266185     68.2476       29206       0.364079            nan        12.2383
21153286        29.9639    0.350049     63.6406     27200.4     43.4441      0.0349     92.4694      255369     78.8259    0.262038     76.9705     35926.9       0.358462            nan        12.2111
21031023        29.9119    0.386676     42855.8     41688.7      43.388   0.0365316       43020      552379     78.7405    0.290123     43272.3     55250.2       0.395821            nan        12.1137
20992859        29.9371    0.358826     72.8796     26049.5     43.3595   0.0407263     103.623      227463     78.7574    0.255816     90.2399     36044.5       0.369565            nan        13.5382
20979244        29.5146    0.336175     80.4858     13558.2     43.4708   0.0395616     100.859      112626     78.4911     0.26002     92.3733     17318.5       0.343162            nan        11.4261
20978752        43.5547   0.0467178        1963      107837     55.5858    0.243439        2590       13476     82.8184     1.20509        2590     11884.1      -0.707107      -0.707107        223.825
20978426        29.5545    0.385576     208.582       11729     43.4978   0.0367496     144.899      121805      78.506    0.272453     158.395     16876.5       0.397297            nan        13.6119
20977906        29.8559     0.35195     61.5234     12503.5     43.4258   0.0409199     84.0147      121701     78.6957    0.276571     75.6861     16433.1       0.358619            nan        10.9359
20974585        29.8557    0.354659     72.9601     14690.3     43.3907   0.0377135     99.0985      139916     78.6524    0.276995     86.3686     18498.6       0.361539            nan        11.0463
20917920        29.8083    0.349738     90.2798     18895.9     43.3547   0.0340166     131.925      182035     78.6036    0.252532     108.055     27134.8       0.359544            nan        13.1159
20917700        24.2617    0.591117     105.248     22209.8      43.346   0.0406504     129.676      169188     78.6133    0.275754     112.791     17131.9       0.630258            nan        19.1694
20915698        27.9958     4.62148     140.355     43.6707     28.8643   0.0023325     4.92085     2276.67       75.87     1.00435 1.19091e-10      120.47        5.04273            nan        21.8073
20899215        29.8543    0.358318     112.762     18812.1     43.3694   0.0406459     130.724      186527     78.6547     0.26797     125.416     23290.2       0.367098            nan        12.3392
20812716        29.7867    0.369417     59.8438     18413.3     43.2522   0.0392396     85.5898      214681      78.523    0.276845     75.4663     25058.7        0.37831            nan         12.228
20804258         29.735    0.361561     81.7377     19253.8     43.2794   0.0364913     109.198      198333     78.5354    0.272136      96.017     25084.3       0.370038            nan        12.0719
20723307        29.7199     0.38477     71.9291       21359     43.3716   0.0471232     97.7297      215587     78.5841    0.266033     87.6573     29024.7       0.397716            nan        14.2981
20721867        29.6814    0.378531     61.3333     19227.1     43.3795   0.0462396     87.2776      175196     78.6158    0.270829     81.6689     25825.7       0.389814            nan        13.5254
20648577        29.8618    0.383335     63.9294     20972.2     43.1067   0.0550532     92.3962      130703     78.3883    0.277056     91.9803     29831.8       0.394618            nan        13.4824
20646845        30.5183    0.360108     19.1183     3895.21     42.4959   0.0574139     24.4893     23058.3     78.4055    0.291781     97.6656      4839.3       0.366133            nan        10.3664
20552987        29.8118    0.351708     83.9257     29486.7      43.386   0.0473926     121.058      213347     78.6051    0.266976     106.769     39020.5       0.359953            nan        12.1167
20518560        29.8067    0.377539     103.605     30028.9     43.0284   0.0496157     139.213      225781     78.3588    0.284207     126.638       38638       0.386712            nan        12.3157
20453536        29.8048    0.377614      502.89     78304.7     43.1795   0.0560889     670.565      539091     78.4617    0.294481     616.744      100489        0.38546            nan        11.4699
20452975        29.8153     0.38431      505.82     79228.8     43.1953    0.060796     653.767      476910     78.5104    0.287278     620.113       96926       0.394339            nan        12.7789
20452599         29.773    0.390759     257.916     37613.5     43.2202   0.0570898     335.374      232135     78.4957    0.304241     304.962       47276        0.39892            nan        11.4933
20452139        29.7479    0.366682       230.1     23527.1     43.5121   0.0607093     289.246      147271     78.7233    0.295594      284.89     29742.1       0.373108            nan        10.6082
20451110        31.4311    0.360014     148.236       21356      42.843   0.0674632     175.568      134363     79.3732    0.285474     165.614     26969.4       0.367327            nan        11.4187
20450732        31.4198    0.351876     146.493     20715.4     42.7997   0.0637805     178.904      115762     79.3675    0.283706     168.326     26229.4        0.35824            nan        10.7966
20450508        31.4641    0.357216     143.855     20775.9     42.8576   0.0622238     171.742      113875      79.402    0.296401     153.706     25952.8       0.362402      0.0118179        9.71008
20449937        31.5321    0.311548     147.346     22313.2      42.922    0.090979     168.525     82400.1     79.4915     0.27722     163.508     27312.4       0.315105      0.0777684        8.89488
20449503        31.5924    0.280599     152.402     25875.4     42.9609    0.118413     164.211     57498.5     79.5882    0.254519     168.015     28696.5        0.28571       0.105486        11.6899
20446779        27.8777    0.306913     1336.92     8972.53     44.3357    0.136238     3062.96       23407     77.9318    0.243979     2565.68     12637.9       0.320347       0.100668        17.5688
20446214        28.2058    0.242973     504.767     9984.11     44.3927    0.142668     488.142       17965     78.2025    0.235446     491.329     10553.8       0.249888       0.130175        15.8847
20445650        28.3662    0.217184     510.199     11460.2     44.4767    0.167528     517.737     14608.5     78.4081    0.239073     543.591     10716.6       0.225318       0.156417        21.7106
20444777        28.4101    0.217582     512.601     11636.3     44.5379    0.182388     539.076     14739.2      78.416    0.231148     523.518     11023.2       0.235811       0.158115        31.3091
